bg		
cs		
da		
de		
el		
en		
es		
et		
eu		
fi		
fr		
gd		
hu		
is		
it		
ka		
lt		
lv		
mk		
nl		
pl		
pt		
ro		
sk		
sl		
so		
sv		
uk		
